,MCF7_count,T47D_count,BT-474_count,BT-549_count,HBL-100_count,SUM-159159_count
ENSG00000231636,0,0,1,0,1,0
ENSG00000231635,1,1,1,0,1,1
ENSG00000175727,875,1114,1206,434,1071,1060
ENSG00000231633,0,0,0,0,0,0
ENSG00000231630,0,1,0,0,0,0
ENSG00000131779,500,496,270,170,199,244
ENSG00000131778,1637,643,363,860,577,505
ENSG00000131773,25,10,204,44,1,86
ENSG00000135093,176,426,215,164,256,132
ENSG00000135090,672,606,745,146,565,216
ENSG00000135097,63,278,195,7,65,0
ENSG00000135094,1,1,6,2,10,2
ENSG00000242775,0,0,0,0,0,0
ENSG00000187325,1028,694,727,478,743,325
ENSG00000237679,0,1,2,1,0,2
ENSG00000145246,71,208,38,84,699,292
ENSG00000145247,232,142,300,29,297,429
ENSG00000145241,208,262,225,406,133,235
ENSG00000145242,0,0,0,56,45,16
ENSG00000231492,0,0,0,0,0,0
ENSG00000237671,0,0,0,0,0,0
ENSG00000237670,0,0,0,0,0,0
ENSG00000237672,7,0,3,0,2,0
ENSG00000237675,0,0,0,0,0,0
ENSG00000237674,0,0,0,0,0,0
ENSG00000237676,0,1,1,1,1,0
ENSG00000265683,8,22,7,0,12,3
ENSG00000133731,72,260,149,331,207,313
ENSG00000133739,121,497,325,2,153,164
ENSG00000171942,1,0,0,0,0,0
ENSG00000188368,28,20,32,53,56,16
ENSG00000262652,5,2,0,0,1,4
ENSG00000226352,3,2,4,2,2,3
ENSG00000262655,2,3,6,7,19,5
ENSG00000188365,7,5,0,0,2,1
ENSG00000136011,2,2,5,2,1,2
ENSG00000136010,974,598,8,348,59,17
ENSG00000003756,1056,910,898,1171,1009,997
ENSG00000248238,5,0,0,0,0,5
ENSG00000115946,655,350,283,320,445,238
ENSG00000115947,444,428,617,379,302,484
ENSG00000248235,0,3,2,48,28,10
ENSG00000248234,1,1,1,1,1,1
ENSG00000115942,710,360,476,277,466,489
ENSG00000248231,1,0,0,0,0,0
ENSG00000259852,0,0,0,0,0,0
ENSG00000259855,0,0,0,0,0,0
ENSG00000259854,0,0,0,0,0,0
ENSG00000069974,393,182,34,67,447,920
ENSG00000084734,0,1,1,1,4,0
ENSG00000240005,0,0,0,1,2,0
ENSG00000240006,0,0,1,0,0,0
ENSG00000244142,0,0,0,0,0,0
ENSG00000084731,268,73,151,209,366,209
ENSG00000240002,0,0,0,0,0,0
ENSG00000084733,3013,1789,3321,1453,1464,2225
ENSG00000236459,1,1,1,1,1,1
ENSG00000265688,15,213,43,64,114,59
ENSG00000038427,6,15,3,61,2,5184
ENSG00000249722,0,0,0,0,0,0
ENSG00000249721,0,0,0,0,0,0
ENSG00000249726,0,0,0,0,0,0
ENSG00000249727,0,0,0,0,0,0
ENSG00000249725,0,0,0,0,0,0
ENSG00000118849,0,16,59,39,1,1
ENSG00000074410,2668,10194,1689,1197,81,4303
ENSG00000074416,193,92,1907,1,224,676
ENSG00000020256,398,357,589,433,189,163
ENSG00000080293,0,0,0,0,1,0
ENSG00000274167,0,0,0,0,1,0
ENSG00000077147,2780,3776,2733,2578,2314,2930
ENSG00000080298,59,71,4,305,44,174
ENSG00000214286,0,1,1,0,0,1
ENSG00000214285,0,0,0,0,0,0
ENSG00000250214,0,0,0,0,0,0
ENSG00000138363,3336,2568,1709,975,1321,1254
ENSG00000214282,3,1,1,1,1,1
ENSG00000214281,0,0,0,0,0,0
ENSG00000214280,12,7,2,5,19,3
ENSG00000133193,315,915,288,404,767,508
ENSG00000133195,206,503,472,373,249,160
ENSG00000214289,0,1,1,0,1,0
ENSG00000148248,5066,3147,846,3772,5801,1804
ENSG00000275221,0,0,0,0,0,0
ENSG00000144591,781,307,416,414,945,562
ENSG00000275223,2,17,3,0,4,1
ENSG00000144597,981,735,617,439,543,367
ENSG00000144596,1,1,1,3,14,7
ENSG00000275226,0,0,0,0,0,0
ENSG00000267905,0,1,0,0,1,0
ENSG00000275228,0,0,0,0,0,0
ENSG00000188985,644,779,410,377,689,281
ENSG00000188986,1616,1563,1153,1241,945,887
ENSG00000267909,2,4,5,0,6,2
ENSG00000188981,4,8,11,2,2,4
ENSG00000154438,1,2,9,2,0,0
ENSG00000101955,4,0,10,114,107,651
ENSG00000101951,0,0,1,0,0,0
ENSG00000261191,0,0,0,0,2,0
ENSG00000101958,4,0,5,0,5,1
ENSG00000148795,1,2,1,1,0,1
ENSG00000239650,0,2,4,4,5,6
ENSG00000172845,1432,748,1566,772,1474,1036
ENSG00000172840,228,111,30,16,292,172
ENSG00000175054,1043,1121,630,1076,731,753
ENSG00000204003,0,0,0,0,0,0
ENSG00000014123,1162,1471,802,433,280,792
ENSG00000236078,3,0,0,0,6,0
ENSG00000236079,0,0,0,0,0,0
ENSG00000233008,4,3,3,2,0,0
ENSG00000233009,0,0,2,1,0,3
ENSG00000233002,0,0,0,0,0,0
ENSG00000233003,0,0,0,0,0,0
ENSG00000236072,0,0,0,0,0,0
ENSG00000233006,23,20,53,1,5,7
ENSG00000236075,0,0,0,0,0,0
ENSG00000067533,997,494,384,466,466,203
ENSG00000233005,0,0,0,0,0,0
ENSG00000174446,193,276,187,78,185,70
ENSG00000235526,3,1,0,2,0,0
ENSG00000174444,18021,17867,10034,14185,13738,18276
ENSG00000235524,0,0,1,0,0,0
ENSG00000174442,745,778,502,582,863,746
ENSG00000235522,0,0,4,1,0,0
ENSG00000235521,0,0,0,0,0,0
ENSG00000232751,1,0,0,0,0,0
ENSG00000232750,1,1,2,2,0,0
ENSG00000232752,0,0,1,0,0,0
ENSG00000232754,1,0,2,0,0,0
ENSG00000232757,0,1,1,1,0,0
ENSG00000232756,0,2,0,0,1,0
ENSG00000258818,23,77,85,139,52,81
ENSG00000258819,2,4,0,0,0,0
ENSG00000258812,0,0,0,0,0,0
ENSG00000258813,4,1,1,2,11,0
ENSG00000258810,0,0,0,0,0,0
ENSG00000258811,8,13,7,0,0,1
ENSG00000258817,1,1,1,0,1,0
ENSG00000275392,1,0,0,0,0,0
ENSG00000258815,3,17,0,0,0,5
ENSG00000265417,26,38,0,0,0,16
ENSG00000265415,156,71,208,40,92,77
ENSG00000265413,0,0,0,0,2,5
ENSG00000274178,0,1,1,1,0,0
ENSG00000274177,0,3,0,0,3,0
ENSG00000274175,0,0,0,0,0,0
ENSG00000274173,115,136,181,1,0,0
ENSG00000270889,0,0,1,1,0,1
ENSG00000267655,2,1,5,0,0,0
ENSG00000270885,14,50,57,276,29,6
ENSG00000270883,0,0,0,0,0,1
ENSG00000270882,429,170,67,40,68,40
ENSG00000270880,0,1,1,0,2,0
ENSG00000216629,0,0,0,0,0,0
ENSG00000216621,0,0,0,0,0,0
ENSG00000216624,6,2,2,3,4,8
ENSG00000212539,0,0,0,0,0,0
ENSG00000212538,0,0,0,0,0,0
ENSG00000267652,1,0,1,0,0,0
ENSG00000234688,0,0,0,0,0,0
ENSG00000223573,396,178,669,50,27,3
ENSG00000223572,121,165,50,0,1,5
ENSG00000223571,0,0,1,1,0,0
ENSG00000223570,0,2,0,0,0,0
ENSG00000236698,900,462,689,378,534,257
ENSG00000236699,263,252,335,5,1,7
ENSG00000223575,1,0,0,1,0,0
ENSG00000223574,0,0,0,0,0,0
ENSG00000236695,0,1,0,1,1,0
ENSG00000236690,0,0,0,0,0,0
ENSG00000236691,0,0,0,0,0,0
ENSG00000236692,0,0,0,0,0,0
ENSG00000099960,0,1,1,3,6,2
ENSG00000099968,849,606,804,740,1061,585
ENSG00000266296,1,1,0,1,1,2
ENSG00000266290,0,0,0,0,6,2
ENSG00000234696,0,0,0,0,0,0
ENSG00000197930,1438,1414,681,2198,1962,1650
ENSG00000197933,187,58,198,45,46,33
ENSG00000234695,0,0,0,2,0,0
ENSG00000234692,0,0,0,0,0,0
ENSG00000234693,0,0,0,0,0,0
ENSG00000197937,4,103,171,64,167,0
ENSG00000180535,8,6,5,2,4,1
ENSG00000197938,1,0,0,0,0,1
ENSG00000180537,1,1,0,287,221,0
ENSG00000234093,1,2,0,2,0,0
ENSG00000180530,810,1271,760,335,1898,205
ENSG00000234698,0,0,5,1,4,1
ENSG00000234699,2,0,0,0,2,0
ENSG00000113456,586,367,541,435,556,277
ENSG00000103089,155,114,247,0,2,2
ENSG00000239659,0,1,1,1,0,0
ENSG00000140623,0,0,10,1,1,0
ENSG00000064042,426,82,697,1,1726,1543
ENSG00000089063,730,1120,737,881,1196,916
ENSG00000089060,125,164,333,107,204,451
ENSG00000234340,0,0,0,0,3,0
ENSG00000228663,2,2,8,1,0,5
ENSG00000142669,495,190,262,1728,1088,1802
ENSG00000228661,1,3,2,2,4,2
ENSG00000228666,2,1,0,1,0,1
ENSG00000234345,7,5,3,1,10,1
ENSG00000228664,0,0,0,0,0,0
ENSG00000228665,0,0,0,1,0,0
ENSG00000239523,23,16,20,13,8,8
ENSG00000234349,0,0,0,0,0,0
ENSG00000228668,0,0,0,0,0,0
ENSG00000228669,0,0,0,0,0,0
ENSG00000239527,0,0,0,0,0,1
ENSG00000079277,327,391,465,184,232,247
ENSG00000239524,0,0,1,0,1,0
ENSG00000068615,99,165,582,7,14,1
ENSG00000261418,0,0,25,0,0,4
ENSG00000261419,0,1,0,2,1,0
ENSG00000264424,2,1,2,0,1,1
ENSG00000261410,0,0,0,0,0,0
ENSG00000106105,4381,5362,2896,2916,1839,2101
ENSG00000261416,5,0,0,0,0,1
ENSG00000264421,0,0,0,0,0,0
ENSG00000106100,179,167,268,85,144,152
ENSG00000264423,0,0,0,0,0,0
ENSG00000260495,5,1,7,5,0,3
ENSG00000130758,197,96,192,89,252,211
ENSG00000189114,160,64,136,68,135,78
ENSG00000262140,1,0,1,0,0,0
ENSG00000254099,0,0,0,2,0,0
ENSG00000262147,1,1,3,1,6,2
ENSG00000279329,18,19,24,4,17,8
ENSG00000260496,0,0,0,0,0,0
ENSG00000151005,0,0,1,0,0,1
ENSG00000279328,2,2,6,1,0,1
ENSG00000261095,0,0,1,0,0,0
ENSG00000254094,0,1,1,0,1,2
ENSG00000263815,0,0,1,0,0,0
ENSG00000118473,2,1,1,2,1,14
ENSG00000052802,977,729,1083,576,199,1211
ENSG00000263812,9,6,1,0,0,1
ENSG00000263818,18,35,92,9,2,2
ENSG00000254093,118,130,64,322,60,96
ENSG00000226741,0,0,0,0,0,0
ENSG00000253555,0,1,0,0,1,1
ENSG00000105664,0,0,0,1,11,0
ENSG00000105662,278,170,195,271,247,131
ENSG00000142089,604,186,97,1552,3913,3938
ENSG00000142082,165,221,156,82,291,166
ENSG00000105668,2,2,67,1,6,0
ENSG00000105669,3143,933,814,1061,1767,1246
ENSG00000244264,0,0,0,0,0,0
ENSG00000225620,0,1,0,0,0,0
ENSG00000244266,1,1,0,0,0,0
ENSG00000225622,0,0,0,0,0,0
ENSG00000225625,0,0,0,0,0,0
ENSG00000225624,0,0,0,0,0,0
ENSG00000225626,0,0,0,0,0,0
ENSG00000166359,13,15,14,5,11,11
ENSG00000244268,0,0,0,0,1,1
ENSG00000118785,0,0,0,6,0,2
ENSG00000229131,0,0,0,0,0,0
ENSG00000229133,2,1,1,6,5,1
ENSG00000229132,268,201,180,364,272,196
ENSG00000229138,0,0,0,0,0,0
ENSG00000119720,428,467,804,341,458,293
ENSG00000158163,1,56,1,64,214,120
ENSG00000163659,395,419,347,1476,572,533
ENSG00000065029,470,532,467,337,295,258
ENSG00000216906,1,6,0,2,5,6
ENSG00000163655,2430,3094,2242,2300,2177,1529
ENSG00000277628,0,0,0,0,0,0
ENSG00000188649,1,2,2,0,0,1
ENSG00000266283,0,0,0,4,1,2
ENSG00000182263,213,130,7,141,171,165
ENSG00000188646,0,0,1,1,0,1
ENSG00000182261,0,0,0,6,0,0
ENSG00000143951,86,57,16,31,75,54
ENSG00000188643,4496,3160,3886,3,776,2037
ENSG00000188641,40,0,15,990,835,1900
ENSG00000182264,3,3,0,0,12,0
ENSG00000177338,0,0,2,3,1,1
ENSG00000186973,2,6,0,9,7,4
ENSG00000186971,0,0,0,0,1,1
ENSG00000183340,54,142,146,134,121,255
ENSG00000186977,0,0,1,0,0,0
ENSG00000186976,6,5,14,11,25,4
ENSG00000198786,54285,57970,73869,32457,0,0
ENSG00000260433,0,0,0,0,0,1
ENSG00000254314,0,0,0,0,0,0
ENSG00000260431,0,0,0,0,0,0
ENSG00000254316,0,0,0,0,0,0
ENSG00000254311,0,0,0,0,0,0
ENSG00000254310,0,0,0,0,0,0
ENSG00000251141,8,5,1,0,1,11
ENSG00000254312,0,0,0,0,0,0
ENSG00000260439,2,6,5,1,11,1
ENSG00000260438,0,0,0,0,0,0
ENSG00000254319,0,0,0,0,0,0
ENSG00000141664,368,265,701,177,198,652
ENSG00000251149,0,0,0,0,0,0
ENSG00000251148,0,0,0,0,0,1
ENSG00000259334,0,0,0,0,0,0
ENSG00000259335,0,0,0,1,0,0
ENSG00000259336,0,0,1,0,0,0
ENSG00000141665,11,12,14,1,7,5
ENSG00000259330,17,52,37,28,44,59
ENSG00000115204,694,296,173,271,270,462
ENSG00000115207,1597,1208,1157,710,805,891
ENSG00000119787,983,447,573,356,413,404
ENSG00000259338,0,0,0,0,0,0
ENSG00000259339,1,1,0,0,0,0
ENSG00000162298,801,987,1669,394,565,702
ENSG00000074356,425,719,835,903,627,354
ENSG00000108417,1,1,2,0,0,0
ENSG00000251491,0,0,0,0,0,0
ENSG00000251490,0,0,0,0,0,0
ENSG00000151812,3,1,4,2,2,1
ENSG00000251492,0,0,0,0,0,0
ENSG00000251495,28,88,65,23,14,33
ENSG00000259366,15,10,5,27,17,15
ENSG00000251497,0,0,0,0,0,0
ENSG00000280023,1,1,0,3,5,1
ENSG00000251498,0,0,0,0,0,0
ENSG00000119431,469,458,312,177,166,129
ENSG00000137948,2,2,0,0,2,1
ENSG00000071655,1137,1163,824,775,815,1293
ENSG00000227663,0,0,0,0,0,0
ENSG00000227661,0,0,0,0,0,0
ENSG00000227660,1,0,1,0,0,0
ENSG00000227667,0,0,0,0,0,0
ENSG00000227666,1,2,5,2,1,1
ENSG00000223968,0,0,0,0,0,0
ENSG00000223969,0,0,0,0,12,2
ENSG00000186399,7,11,9,0,10,7
ENSG00000267511,0,0,0,0,0,0
ENSG00000223965,1,0,0,0,0,0
ENSG00000186395,131,311,161,251,118,109
ENSG00000223960,45,65,20,63,91,149
ENSG00000009413,1152,579,921,599,550,1358
ENSG00000223962,1,1,1,1,1,1
ENSG00000223963,0,0,0,0,11,0
ENSG00000279853,0,1,0,0,1,0
ENSG00000165118,400,300,124,0,297,0
ENSG00000165119,8936,9002,7265,9094,7331,7828
ENSG00000165113,127,13,71,16,32,40
ENSG00000244267,0,0,3,0,0,0
ENSG00000233861,0,1,0,0,0,0
ENSG00000165115,132,76,55,38,45,70
ENSG00000196218,7,18,7,3,14,5
ENSG00000196214,211,216,403,154,76,79
ENSG00000242958,0,1,1,1,0,0
ENSG00000164867,21,10,11,0,2,4
ENSG00000147010,595,162,129,1219,2145,3838
ENSG00000257660,1,1,1,0,1,0
ENSG00000257663,0,0,0,3,0,0
ENSG00000242950,5,3,5,0,0,11
ENSG00000242951,11,18,3,16,4,12
ENSG00000242952,1,2,0,1,0,1
ENSG00000257668,0,0,0,0,0,0
ENSG00000186020,154,159,303,339,179,110
ENSG00000186026,41,62,48,45,1,77
ENSG00000171357,3,30,1,55,38,67
ENSG00000183615,9,6,22,13,3,13
ENSG00000090565,1023,506,889,396,651,535
ENSG00000227089,0,0,0,0,0,0
ENSG00000227088,0,0,0,0,0,0
ENSG00000227087,0,1,0,1,7,1
ENSG00000227083,0,4,0,0,0,0
ENSG00000227082,8,2,0,1,0,0
ENSG00000227081,760,651,554,825,775,536
ENSG00000227080,0,0,1,0,0,0
ENSG00000250360,0,0,0,0,0,0
ENSG00000250361,0,1,2,0,0,0
ENSG00000250362,0,0,0,0,0,1
ENSG00000250363,1,1,0,0,0,0
ENSG00000258179,0,0,0,1,0,0
ENSG00000258178,0,0,0,0,0,0
ENSG00000250366,0,1,0,17,0,0
ENSG00000258175,0,0,0,2,0,10
ENSG00000258177,0,0,0,0,0,0
ENSG00000116962,1,1,1,363,4735,20
ENSG00000258171,0,0,1,0,0,1
ENSG00000258170,0,0,1,0,0,0
ENSG00000159625,0,1,2,2,15,0
ENSG00000258172,0,0,1,0,0,0
ENSG00000226372,0,8,0,0,0,0
ENSG00000276829,0,0,0,0,0,0
ENSG00000276828,0,0,0,0,0,0
ENSG00000276823,0,1,0,0,0,0
ENSG00000202351,0,0,0,0,0,0
ENSG00000217231,0,0,0,0,0,0
ENSG00000217236,7,0,1,14,41,0
ENSG00000201912,0,0,0,0,0,0
ENSG00000226376,0,0,0,0,0,0
ENSG00000217239,0,0,0,1,0,0
ENSG00000154945,872,978,2345,561,885,726
ENSG00000268101,1,0,1,0,0,0
ENSG00000160345,49,138,19,81,68,30
ENSG00000164241,51,161,32,38,0,12
ENSG00000242375,2,1,1,1,0,4
ENSG00000137486,244,702,746,20,102,292
ENSG00000132704,0,1,0,0,2,0
ENSG00000242370,0,0,0,0,0,0
ENSG00000164244,1444,1153,878,1103,1490,859
ENSG00000242372,1132,1979,4747,1928,2126,882
ENSG00000100744,345,389,444,145,353,367
ENSG00000155011,0,0,5,1,0,1
ENSG00000261399,0,0,0,0,0,0
ENSG00000120235,0,0,0,0,0,1
ENSG00000100749,529,492,288,420,520,426
ENSG00000107771,539,613,571,760,495,676
ENSG00000230120,0,0,1,0,0,0
ENSG00000230121,0,0,0,0,0,0
ENSG00000230122,0,0,0,0,0,0
ENSG00000230123,0,0,0,0,0,0
ENSG00000230124,1056,875,402,527,420,463
ENSG00000230125,0,0,0,0,0,0
ENSG00000230126,2,1,2,1,0,0
ENSG00000107779,713,987,535,625,688,765
ENSG00000229953,6,0,0,0,54,73
ENSG00000229951,10,4,18,0,16,11
ENSG00000229950,13,13,8,16,19,15
ENSG00000204989,0,0,1,0,0,0
ENSG00000229956,0,2,4,0,0,3
ENSG00000229955,0,3,1,0,1,2
ENSG00000229954,0,0,0,0,0,1
ENSG00000204983,1,0,1,0,0,1
ENSG00000198075,1,0,2,0,0,0
ENSG00000198074,2,1,27,0,11,14
ENSG00000198077,3,1,12,0,1,2
ENSG00000097033,675,647,1031,1759,1228,1323
ENSG00000256209,2,0,1,0,0,0
ENSG00000256204,0,0,0,0,0,0
ENSG00000256206,0,3,7,3,0,0
ENSG00000124209,2221,906,4598,1082,782,582
ENSG00000230690,0,0,0,0,0,0
ENSG00000264324,9,18,33,4,11,14
ENSG00000230696,0,0,0,0,0,0
ENSG00000230697,1,0,1,0,0,0
ENSG00000230694,0,0,0,0,0,0
ENSG00000230695,0,0,0,0,2,0
ENSG00000243772,0,0,1,2,1,3
ENSG00000230698,0,0,0,0,0,0
ENSG00000243770,0,0,0,0,0,0
ENSG00000243777,1,1,1,1,1,2
ENSG00000243775,0,1,1,0,1,1
ENSG00000264322,0,0,0,0,0,0
ENSG00000203408,0,0,0,0,0,0
ENSG00000203402,0,0,0,0,0,0
ENSG00000167747,934,794,1284,1005,755,573
ENSG00000167741,104,1028,105,0,3,0
ENSG00000167740,240,335,103,183,172,115
ENSG00000247473,0,1,0,5,0,2
ENSG00000167749,1,0,0,1,1,0
ENSG00000167748,3,11,1,1,0,0
ENSG00000235202,0,0,0,0,0,0
ENSG00000234853,0,0,0,1,0,0
ENSG00000124203,2,0,1,0,2,2
ENSG00000257853,0,0,0,0,0,0
ENSG00000234376,0,0,0,0,1,1
ENSG00000234857,629,196,0,0,0,328
ENSG00000237477,0,0,0,0,0,0
ENSG00000177565,792,2209,1642,933,696,1651
ENSG00000237475,0,0,0,0,0,1
ENSG00000237473,0,0,0,0,0,0
ENSG00000237472,0,0,0,1,0,0
ENSG00000237471,0,0,0,0,0,0
ENSG00000237470,0,0,1,0,0,1
ENSG00000236610,0,0,0,0,0,0
ENSG00000258234,0,0,0,0,0,0
ENSG00000237479,0,0,0,0,0,0
ENSG00000237478,0,0,0,0,0,0
ENSG00000277051,0,0,0,2,0,1
ENSG00000120907,2,0,0,1,0,0
ENSG00000277053,4178,3544,4615,1842,2984,4345
ENSG00000120903,0,0,1,1,1,0
ENSG00000277056,0,0,0,0,0,0
ENSG00000258232,14,4,4,15,19,3
ENSG00000258233,0,0,0,1,1,0
ENSG00000267984,1,1,1,1,0,1
ENSG00000057294,369,637,440,2,176,1
ENSG00000112144,595,555,755,740,209,381
ENSG00000136250,1,1,1,7,13,1
ENSG00000257858,0,0,0,0,0,0
ENSG00000127249,2,12,62,1,2,0
ENSG00000280140,0,0,0,0,0,0
ENSG00000205767,1,0,0,0,0,0
ENSG00000233514,6,11,5,12,28,7
ENSG00000205765,1726,995,1105,620,1108,970
ENSG00000205763,41,49,17,38,79,51
ENSG00000249520,0,0,0,0,0,0
ENSG00000249521,0,0,0,0,0,0
ENSG00000249522,0,0,0,0,0,0
ENSG00000249525,0,0,0,0,0,0
ENSG00000249526,1,1,0,0,0,0
ENSG00000241735,3,0,0,0,0,0
ENSG00000244926,2,3,0,1,0,4
ENSG00000241737,0,0,0,0,1,0
ENSG00000281267,1,0,0,0,1,0
ENSG00000166831,22,109,7,50,137,10
ENSG00000244921,1,9,1,1,1,2
ENSG00000166833,61,9,55,1599,1739,889
ENSG00000241739,0,0,0,0,0,0
ENSG00000166839,24,27,27,27,50,171
ENSG00000164603,95,52,132,114,210,219
ENSG00000232633,0,2,0,0,0,0
ENSG00000239395,0,0,0,0,0,0
ENSG00000236564,0,0,0,0,0,0
ENSG00000239397,0,0,0,0,0,0
ENSG00000241588,0,0,0,0,0,0
ENSG00000249293,0,1,0,0,0,1
ENSG00000249290,0,0,0,0,0,0
ENSG00000179222,2375,2228,4123,2089,2404,1343
ENSG00000249297,0,0,0,0,0,0
ENSG00000229539,5,13,2,2,2,8
ENSG00000249295,0,0,0,0,2,0
ENSG00000058600,779,674,778,468,641,413
ENSG00000217576,30,0,30,0,1,0
ENSG00000268842,0,0,0,0,0,0
ENSG00000268847,0,0,0,0,0,0
ENSG00000268845,0,0,0,0,0,0
ENSG00000239997,0,0,1,0,0,0
ENSG00000268849,0,0,0,0,0,6
ENSG00000158786,0,0,3,0,0,0
ENSG00000253618,2,2,1,1,2,2
ENSG00000077348,281,265,218,323,253,191
ENSG00000271048,0,0,0,0,0,0
ENSG00000271049,5,0,2,0,0,1
ENSG00000276019,0,0,0,0,0,0
ENSG00000271040,0,0,0,1,2,1
ENSG00000271041,0,0,0,0,0,0
ENSG00000271042,0,0,0,0,0,0
ENSG00000271044,0,0,1,0,0,0
ENSG00000271045,0,0,1,0,0,0
ENSG00000271046,0,0,0,0,0,0
ENSG00000276015,0,0,0,0,0,0
ENSG00000279695,0,0,0,0,0,1
ENSG00000279694,13,1,0,0,0,0
ENSG00000279697,0,0,0,0,0,0
ENSG00000279696,10,34,1,1,30,34
ENSG00000279691,0,0,1,0,0,1
ENSG00000279690,0,0,0,0,0,1
ENSG00000279693,6,1,2,0,8,0
ENSG00000279692,13,22,91,39,53,48
ENSG00000279699,3,7,5,0,0,1
ENSG00000279698,0,0,0,0,0,0
ENSG00000213664,1,0,0,0,0,0
ENSG00000060709,0,2,0,1,2,1
ENSG00000273756,0,0,0,0,0,0
ENSG00000051009,212,256,621,259,201,309
ENSG00000158234,355,209,215,106,16,99
ENSG00000273759,14,12,11,7,42,6
ENSG00000198894,608,632,726,180,223,276
ENSG00000259977,6,0,0,0,0,0
ENSG00000198892,44,132,14,82,182,189
ENSG00000198890,2977,541,446,270,368,371
ENSG00000198899,0,0,0,0,0,0
ENSG00000198898,1234,769,1471,1024,1120,1453
ENSG00000157578,30,37,17,20,29,2
ENSG00000130962,6,10,102,163,48,140
ENSG00000157570,1,2,4,0,75,500
ENSG00000233570,0,0,0,0,0,0
ENSG00000233571,0,2,0,0,0,0
ENSG00000165879,106,158,81,40,50,51
ENSG00000204179,0,0,0,0,0,0
ENSG00000233574,0,0,0,0,0,0
ENSG00000067082,343,771,1085,1836,863,1302
ENSG00000204174,0,1,1,0,13,0
ENSG00000165874,266,226,272,119,174,108
ENSG00000204176,42,60,28,36,22,12
ENSG00000204177,124,258,155,54,204,108
ENSG00000204172,85,264,153,129,149,139
ENSG00000204173,0,2,2,0,2,0
ENSG00000232220,0,0,1,0,0,0
ENSG00000232223,0,0,0,0,1,0
ENSG00000232225,0,0,0,0,0,0
ENSG00000232224,0,4,45,19,4,2
ENSG00000232227,0,0,0,0,0,4
ENSG00000232226,0,0,0,0,0,0
ENSG00000232229,21,15,119,0,2,0
ENSG00000232228,0,0,0,0,0,0
ENSG00000258038,17,42,0,0,1,16
ENSG00000232514,0,0,0,0,0,0
ENSG00000248745,0,0,0,0,0,0
ENSG00000004809,0,2,0,0,1,2
ENSG00000206448,0,0,0,1,1,1
ENSG00000268153,0,0,0,0,0,0
ENSG00000268154,0,0,0,1,0,1
ENSG00000268157,0,2,0,0,3,3
ENSG00000258039,0,0,0,0,0,0
ENSG00000270317,0,0,0,0,0,0
ENSG00000270316,0,0,0,0,1,0
ENSG00000270314,0,0,2,0,0,0
ENSG00000270313,0,0,0,0,0,0
ENSG00000264978,0,0,0,0,0,0
ENSG00000073464,233,139,11,27,332,169
ENSG00000224376,8,0,5,6,8,2
ENSG00000270318,1,0,0,0,0,1
ENSG00000269405,0,1,1,0,1,3
ENSG00000269404,2,0,1,0,0,2
ENSG00000269400,0,0,0,0,0,0
ENSG00000269403,9,0,0,0,0,2
ENSG00000072736,848,493,688,561,926,430
ENSG00000272801,0,0,0,0,0,0
ENSG00000130348,375,404,571,448,191,261
ENSG00000277831,0,0,2,0,0,0
ENSG00000277837,0,1,1,0,0,0
ENSG00000272804,0,0,1,1,1,0
ENSG00000265713,0,0,1,0,0,2
ENSG00000265712,0,0,0,0,0,0
ENSG00000005001,403,371,238,0,5,0
ENSG00000272808,47,111,9,8,69,0
ENSG00000005007,3357,1483,1751,1390,1953,1560
ENSG00000145850,1,0,1,0,0,1
ENSG00000174136,185,271,183,1672,169,241
ENSG00000174137,18,68,40,35,15,26
ENSG00000154007,0,0,0,1,0,0
ENSG00000174132,308,174,134,136,88,94
ENSG00000154001,1360,1622,942,930,1116,731
ENSG00000174130,1,20,2,7,68,108
ENSG00000234108,0,0,0,0,0,0
ENSG00000234109,0,0,0,0,0,0
ENSG00000234106,6,9,8,6,2,5
ENSG00000234107,2,1,1,1,1,2
ENSG00000234104,0,0,0,0,0,0
ENSG00000234105,0,0,0,0,0,0
ENSG00000234102,0,0,0,0,0,0
ENSG00000274568,0,0,1,0,0,0
ENSG00000274569,0,1,3,0,0,1
ENSG00000274560,2,2,2,0,0,0
ENSG00000274561,53,32,19,9,7,8
ENSG00000274562,0,0,0,0,0,0
ENSG00000274565,0,0,0,6,24,11
ENSG00000166569,0,0,1,0,0,0
ENSG00000111348,28,190,299,188,68,193
ENSG00000111341,217,5174,1521,1678,0,553
ENSG00000111344,86,125,3,0,5,0
ENSG00000135447,0,3,43,0,1,0
ENSG00000135446,2031,1783,1934,2396,2583,1581
ENSG00000135441,332,371,106,169,255,205
ENSG00000135443,0,0,0,1,2,0
ENSG00000082014,64,68,69,269,276,357
ENSG00000224666,1,1,0,0,5,4
ENSG00000068366,18,119,11,2708,2351,5712
ENSG00000224667,0,0,0,0,0,0
ENSG00000218872,0,0,0,0,0,2
ENSG00000102119,953,374,360,1063,904,507
ENSG00000105464,23,17,1,410,37,99
ENSG00000105467,2,3,16,0,13,3
ENSG00000278626,0,0,0,0,2,1
ENSG00000048649,872,869,801,731,854,906
ENSG00000232636,0,0,0,0,0,2
ENSG00000271868,4,2,0,6,0,2
ENSG00000271869,1,1,3,4,7,11
ENSG00000271862,10,20,3,27,8,9
ENSG00000271860,1,0,2,1,0,0
ENSG00000273036,49,15,9,9,0,0
