	HS578T	MCF7	MDA-MB-231	T47D	ZR-75B
RP11-754J4.1	0	0	0	0	0
RP11-754J4.2	0	0	0	0	0
RP11-754N21.1	0	0	0	0	0
RP11-755B10.2	0	0	0.129026	0	0.123062
RP11-755B10.3	0	0.0141452	0	0.0115626	0.0097984
RP11-755E23.3	0	0	0	0	0
RP11-755F10.1	0.964813	3.10729	1.12133	0.512193	0.428463
RP11-755F10.3	0.763743	0.692628	0.943642	0.408618	0.620713
RP11-755O11.2	0	0	0	0	0
RP11-756D7.1	0	0	0	0	0
RP11-756G12.1	0	0	0	0	0
RP11-756H20.1	0	0	0	0	0
RP11-756H6.1	0	0	0	0.0798906	0
RP11-756J15.3	0	0	0	0	0
RP11-756K15.1	0	0	0	0	0
RP11-756K15.2	0	0	0	0	0
RP11-756P10.1	0.253873	0	0	0	0
RP11-756P10.2	0	0	0	0	0
RP11-756P10.3	6.81628	3.71371	9.79288	4.47939	5.30035
RP11-756P10.4	0	0	0	0	0
RP11-756P10.5	0	0	0	0	0
RP11-757C15.2	0.277489	0.133864	0.0673822	0.621186	0.370541
RP11-757C15.3	0	0.100159	0.128313	0.398932	0.315868
RP11-757C15.4	0	0	0	0	0
RP11-757F18.3	0.260477	0.0523922	0.641776	2.7126	2.20726
RP11-757F18.5	1.08951	0.065683	0.582078	1.73679	1.07653
RP11-757G1.5	0.229835	0.554663	0.266332	0.0759171	0.766463
RP11-757G1.6	1.05279	0.0126295	1.46057	1.03226	0.0437443
RP11-757G14.1	0.145785	0	0.169129	0.289438	0
RP11-757H14.2	0	0	0	0	0
RP11-757O6.1	0	0	0.134117	0.114691	0.353788
RP11-757O6.4	0	0.053682	0.0386843	0	0
RP11-758B24.1	0	0	0	0	0
RP11-758C21.1	5.83764	11.34	7.87489	5.34032	8.11619
RP11-758H6.1	0	0	0	0	0
RP11-758I14.2	0	0	0	0	0
RP11-758I14.3	0	0	0	0	0
RP11-758M4.1	0	0.203061	1.04548	0.741928	0
RP11-758M4.3	0	0	0	0	0
RP11-758M4.4	0.077645	0.0294473	0.0211538	0.100711	0
RP11-758N13.1	0	0	0	0.0201443	0
RP11-758N13.3	0.243809	0	0.141961	0.162261	0
RP11-758P17.2	0	8.00E-99	7.01E-100	7.30E-199	0
RP11-758P17.3	1.18E-104	6.45E-53	1.57E-67	3.55E-128	1.44677e-314
RP11-759A9.1	0	0	0	0	0
RP11-759A9.2	0	0	0	0	0
RP11-759F5.1	0	0	0	0	0
RP11-759L5.2	0	0	0	0	0
RP11-75A5.1	0	0	0	0	0
RP11-75A9.1	0	0	0	0	0
RP11-75A9.3	0.0226622	0.163941	0.104696	0.163828	0
RP11-75C10.7	0	0	0.0818577	0	0.0643205
RP11-75C10.9	0	0	0.119793	0	0.0693802
RP11-75C23.1	0	0	0	0	0
RP11-75C9.1	0	0	0	0	0
RP11-75C9.2	0	0	0	0	0
RP11-75L1.1	0	0	0	0	0
RP11-75L1.6	0	0	0	0	0
RP11-75N20.2	0	0	0	0	0
RP11-75N4.2	0.0275156	0.0439982	0.0471882	0.0357916	0.0407879
RP11-760D2.1	0	0	0	0	0
RP11-760D2.10	1.22095	0	1.42925	0.0784462	0.237471
RP11-760D2.11	0	0	0	0.0558819	0.00676782
RP11-760D2.4	0	0	0	0.0594448	0
RP11-760D2.5	0	0	0	0.469526	0
RP11-760D2.7	1.16284	0.411511	0.574479	0.818398	0.698289
RP11-760D2.9	0	0	0	0	0
RP11-760H22.2	2.36066	3.15017	0	0.60739	0.727747
RP11-760L24.1	0	0	0	0	0
RP11-760N9.1	0	0	0	0	0
RP11-761E20.1	0	0.648268	0	0.0557893	0.0590806
RP11-761E20.1	0	0	0	0	0
RP11-761I4.1	1.22E-102	0	0.0781992	0.325494	0.0515018
RP11-761I4.3	3.88807	1.15705	0.300798	1.77501	0.559817
RP11-761N21.1	0	0	0	0	0
RP11-761N21.2	477.742	3038.64	1067.18	1588.26	2216.42
RP11-762B21.5	0	0	0	0	0
RP11-762H13.1	0	0.0557048	0	0	0
RP11-762H8.1	0	0.782384	0.0929273	0	0.17848
RP11-762H8.2	0.709097	1.21187	0.564386	0.643158	0.640744
RP11-762H8.3	0	0	0	0	0
RP11-762I7.4	0.126856	0.510298	0.0735329	0	0.0704935
RP11-762I7.5	1.55E-89	1.65E-118	0.143282	1.78E-198	0.133163
RP11-763B22.3	0	0.10649	0.0997575	0.0875249	0.140957
RP11-763B22.4	0	1.30843	0.166988	0.509344	0.925847
RP11-763B22.6	0.0924707	0	0.0268597	0	0.462041
RP11-763B22.6	0	0	0	0	0
RP11-763B22.7	0	0	0	0	0.0238668
RP11-763B22.7	0	0	0	0	0
RP11-763B22.9	0.014058	0.033905	0.0162479	0.00924902	0.00335297
RP11-763E3.1	0	0	2.14E-152	0	0
RP11-763F8.1	0	0	0	0	0
RP11-763K15.1	0	0	0	0	0
RP11-764E7.1	0	0	0	0	0
RP11-764I5.1	0	0	0	0	0
RP11-764K9.1	1.65285	0.124777	0.0949071	0.471991	0.184726
RP11-764K9.2	1.02639	2.06364	1.68317	5.61289	0.428077
RP11-764K9.4	2.41502	0.956367	0.867271	1.09814	1.90972
RP11-765K14.1	0	0	0	0	0
RP11-766F14.1	0	0	0	0	0
RP11-766F14.2	0.00982426	0	0.0113395	0	0
RP11-766H1.1	10.2983	9.29057	11.7557	10.9481	15.1825
RP11-766N7.1	0	0.130921	0	0.0536717	0.0905368
RP11-766N7.3	0	0.0230757	0.00828746	0.0471491	0.274585
RP11-766N7.4	0	0	0	0	0
RP11-767C1.1	0	0	0	0	0
RP11-767C4.1	0	0	0	0	0
RP11-767C6.1	0	0	0	0	0
RP11-767I20.1	0	0	0	0	0
RP11-767L7.1	0.925522	2.29875	1.22283	4.42737	1.78413
RP11-767L7.2	0	0	0	0	0
RP11-767N15.1	0	0	0	0	0
RP11-767N6.2	0.455018	0.36591	1.1847	0.399911	0.463975
RP11-767N6.7	1.72122	2.24985	0.872385	1.91803	1.55479
RP11-768B22.2	0.0219295	0	0.0126636	0	0
RP11-768F21.1	0	0	0	0	0.0773049
RP11-768G7.1	0.0741102	0	0	0	0
RP11-768G7.2	0.308478	0	0	0	0
RP11-768G7.3	0	0	0	0	0
RP11-769N19.1	0	0	0	0	0
RP11-769N19.2	0	0.118016	0	0.0970635	0
RP11-769N21.2	0	0	0	0	0
RP11-769N22.1	0	0	0	0	0
RP11-769O8.1	0.12949	0.280414	0.18477	0.0630585	0.0354964
RP11-769O8.2	0.00242354	0	2.13E-05	0.0702714	0.0272193
RP11-769O8.3	0.300315	0.107485	0.193107	0.0286752	0.142873
RP11-76C10.2	0	0	0	0	0
RP11-76C10.5	0	0	6.17855	0.0360066	0
RP11-76E12.1	0	0	0	0	0
RP11-76E16.2	0.713426	0.052136	0.636937	0.106618	0.153427
RP11-76E17.1	0	0	0	0	0
RP11-76E17.2	0	0	0	0	0
RP11-76E17.3	0	0	0	0	0
RP11-76E17.4	0	0	0	0	0
RP11-76F14.1	0	0	0	0	0
RP11-76G10.1	0	0	0	0	0
RP11-76H14.2	9.67256	5.76163	4.19775	6.8998	3.62112
RP11-76H14.3	0	0	0	0	0
RP11-76H14.4	0	0	0	0	0
RP11-76H14.5	0	0	0	0	0
RP11-76I14.1	0	0	0	0	0
RP11-76K13.2	0	0	0	0	0
RP11-76K13.3	0	0	0	0	0
RP11-76N22.1	0	0	0	0	0
RP11-76N22.2	0.0691762	1.11837	0.641905	0	0.153944
RP11-76N22.3	0	0	0	0	0
RP11-76P2.3	0.163178	0	4.77054	0.0266726	0
RP11-770E5.1	0.0219196	0	0	0	0
RP11-770E5.2	0	0	0	0	0
RP11-770E5.3	1.00355	0	0	0	0
RP11-770G2.2	0	0.491264	0.0885493	0	0
RP11-770G2.4	0	0.562197	0	0.0985532	0
RP11-770G2.5	0.0542644	2.98E-07	0	6.34E-07	2.07E-07
RP11-770J1.3	0.785417	0	0.804575	2.03412	0.576423
RP11-770J1.3	0	0	0	0	0
RP11-770J1.4	0.0251478	0	0	0.0165293	0
RP11-770J1.4	0	0	0	0	0
RP11-770J1.5	1.14E-34	0.402917	0.102232	4.03E-46	0.28765
RP11-770J1.5	0	0	0	0	0
RP11-771D21.2	0	0	0	0	0
RP11-771F20.1	0.363264	0.357055	0.280288	0.239518	0.323306
RP11-771K4.1	0.0674563	0	0	0	0
RP11-772C9.1	0	0	0.0741131	0	0
RP11-772E11.1	3.21289	0.87115	3.79386	1.45102	4.74577
RP11-773D16.1	14.686	26.4696	0.645198	19.9278	78.3196
RP11-773H22.1	0	0	0	0	0
RP11-773H22.2	0.0531425	0	0	0.034985	0
RP11-773H22.4	0.30237	1.05E-107	0.0878936	0.1986	0.332152
RP11-774D14.1	1.54726	0	8.14163	0.0624339	0
RP11-774G5.1	0	0	0	0	0
RP11-774I5.1	0	0	0	0	0
RP11-774O3.1	0	0	0	0	0
RP11-774O3.2	0	0	0	0	0
RP11-774O3.3	0.127047	0.388065	0.1761	0.0167016	0.127306
RP11-775A1.2	0	0	0	0	0
RP11-775A3.1	0	0	0	0	0
RP11-775B15.2	0	0	0	0	0
RP11-775B15.3	0.184471	0	0	0.137284	0
RP11-775C24.3	0.0211324	0.118901	0	0.0138869	0.011765
RP11-775D22.2	0	0	0	0	0
RP11-775D22.3	0	0	0	0	0
RP11-775E10.1	0	0	0	0	0
RP11-775G23.1	0.344904	0	0	0	0
RP11-775H9.1	0	0	0	0	0
RP11-775H9.2	0	0	0	0	0
RP11-775H9.3	0	0	0	0	0
RP11-775J23.2	0	0	0	0	0
RP11-775L16.1	0	0	0	0.012841	0
RP11-776A13.1	0	0	0	0	0
RP11-776A13.2	0	0	0	0	0
RP11-776A13.3	0	0	0	0	0
RP11-776H12.1	0	0.380217	0.341521	0	0
RP11-776K3.1	0	0	0	0	0
RP11-777B9.1	0	0	0	0	0.0426424
RP11-777B9.3	0	0	0	0	0
RP11-777B9.4	0	0	0	0	0
RP11-777B9.5	0	0	0	0	0
RP11-777J24.1	0.820794	0.664554	0.923181	1.6317	2.10198
RP11-777N19.1	0	0	0	0	0
RP11-778D12.2	0	0	0	0	0
RP11-778D9.4	79.0309	450.071	139.041	195.482	98.941
RP11-778D9.9	0	0	0	0	0
RP11-778H2.1	0	0	0	0	0
RP11-778J15.1	0	0	0	0	0
RP11-778J16.2	0.998275	2.06871	1.86612	1.51861	2.15682
RP11-778J16.3	0	0	0	0	0
RP11-778O17.4	0	0.0197861	0	0.0161789	0
RP11-779O18.1	0	0	0.0863787	0	0
RP11-779O18.2	0.698872	0.363673	0.59478	0.406623	1.00595
RP11-779O18.3	0	0	0	0.155983	0
RP11-779P15.1	0	0	0	0	0
RP11-779P15.2	0	0	0	0	0
RP11-77A13.1	0	0	0	0	0
RP11-77B22.1	0	0	0	0	0
RP11-77B22.2	0	0	0	0	0
RP11-77C3.3	0.018422	0	0	0	0
RP11-77G22.2	0	0	0	0	0
RP11-77G22.3	10.1338	0.420567	3.6868	0.775268	0.509181
RP11-77G23.2	0	0	0	0	0
RP11-77G23.5	0	0	0	0	0
RP1-177G6.2	1.62255	2.08777	3.54891	0.641911	0
RP11-77H9.2	0.6148	1.42467	0.225456	1.68106	0.807056
RP11-77H9.5	0.681487	5.78E-06	3.24467	5.44243	7.07688
RP11-77H9.6	0	0	0	0	0
RP11-77H9.8	0	0	0	0.114366	0
RP1-177I10.1	0	0	0	0	0
RP11-77I22.2	0.0346856	0	0	0.0228106	0.0193059
RP11-77I22.3	8.98065	0	6.19833	0	0
RP11-77I22.4	0	0	0	0	0
RP11-77K12.1	9.92E-104	1.08E-87	0.388844	1.36E-36	2.17E-58
RP11-77K12.3	0	0.332812	0.159606	0.0454523	0.268598
RP11-77K12.4	0	0.0915809	0	0	0
RP11-77K12.5	1.26389	6.10262	1.29795	0.535501	0.463357
RP11-77K12.7	2.57E-286	0.100005	0.00471794	6.18E-50	0
RP11-77K12.8	1.62E-39	6.09E-123	7.71E-158	5.16E-41	4.41E-171
RP11-77M5.1	0	0	0.0871801	0	0
RP11-77O7.1	0	0	0	0	0
RP11-77P16.1	0	0	0	0	0
RP11-77P16.3	0	0	0	0	0
RP11-77P16.4	0.24359	0.936029	0.133166	0.756754	0.652554
RP11-77P6.2	0.293623	0.157444	0.453389	0.645959	0.652988
RP11-780K2.1	0	0	2.75E-154	3.19E-177	0
RP11-780M14.1	0	0	0	0	0
RP11-780O17.1	0	0	0	0	0
RP11-780O24.2	0	0	0	0	0
RP11-781A6.1	0	0	0	0	0
RP11-781D11.1	0	0	0	0	0
RP11-781E19.1	0	0	0	0	0
RP11-781M16.1	0	0	0	0	0
RP11-781M16.2	0	0	0	0	0
RP11-781P14.3	0	0	0	0	0
RP11-781P6.1	0.02359	0	1.16E-204	0	0
RP11-782E2.2	0	0	0	0	0
RP11-782K4.1	0	0	0	0	0
RP11-783K16.10	1.66E-12	0.110872	0.0402333	1.03E-61	4.00E-19
RP11-783K16.13	1.24853	2.04173	1.02284	1.9838	0.751932
RP11-783K16.14	0.14448	0.624292	0.156658	0.57734	0.0887541
RP11-783K16.5	19.8513	1.3886	4.17139	4.51661	3.55988
RP11-783L4.1	0	0	0	0	0
RP11-783P22.2	0	0	0	0	0
RP11-784B15.1	0	0	0	0	0
RP11-785F11.1	0	0	0	0	0
RP11-785H20.1	0	0.0841217	0	0	0
RP11-785H5.1	5.17964	2.02201	11.1984	1.41497	6.14493
RP11-785H5.1	0	0	0	0	0
RP11-785H5.1	0	0	0	0	0
RP11-785H5.2	0	0.163099	0.117742	0	0.112416
RP11-785H5.2	0	0	0	0	0
RP11-785H5.2	0	0	0	0	0
RP11-787B4.2	0	0	0	0	0
RP11-787D11.1	0	0	0	0	0
RP11-787D18.1	0	0	0	0	0
RP11-787D18.2	0	0	0	0	0
RP11-787P24.1	0	0	0	0	0
RP11-787P24.2	0	0	0	0	0
RP11-788A4.1	0	0	0	0	0
RP11-788H18.1	0	0	0	0	0
RP11-788M5.3	0.0607461	0	0	0.71969	0.095143
RP11-789A21.1	0	0	0	0	0
RP11-789C1.1	0.150268	0	0	0	0.0834714
RP11-789C1.2	0	0	0	0	0
RP11-789C17.1	0.224951	0	0.25981	0	0.062617
RP11-789C17.3	0	0	0	0	0
RP11-789C17.5	0	0	0	0	0.481372
RP11-789C2.1	0	0	0.516791	0	0
RP11-789F5.1	0	0	0	0	0
RP11-789L4.1	0	0	0	0	0
RP11-78A18.2	0	0	0	0	0
RP11-78A19.2	0	0	0	0	0
RP11-78A19.3	6.55409	33.8521	11.889	9.21752	6.10391
RP11-78B10.2	0	0	0	0	0
RP11-78C3.1	0	0	0	0	0.0451932
RP11-78C6.1	0	0	0.833598	0	0
RP11-78E6.1	0	0	0	0	0
RP1-178F10.1	0	0.389515	0.0934295	0.0532261	0.224474
RP1-178F10.3	16.6594	22.344	11.4466	46.7492	23.6008
RP1-178F15.3	2.04E-236	4.37E-43	6.42E-128	2.00E-123	3.62E-38
RP11-78F17.1	0	0	1.57275	0.10194	0
RP11-78F17.3	0	0	0.145192	0	0
RP11-78H18.2	0.0514432	0.0275652	0.0495028	0.0675955	0.0477366
RP11-78H24.1	0	0	0	0	0
RP11-78J21.4	0	0	0	0.0558215	0
RP11-78O22.1	0	0	0	0	0
RP11-78O9.1	0	0	0	0	0
RP11-790G19.2	0	0.359452	0.0603127	0	0.330841
RP11-790I12.1	0	0	0	0	0
RP11-790I12.2	0	0	0	0	0
RP11-790I12.3	0	0	0	0	0
RP11-790I12.4	0	0	0	0	0
RP11-790I12.6	0	0	0	0	0
RP11-790J24.1	0	0	0	0	0
RP11-790J24.2	0	0	0	0	0
RP11-790L1.3	0	0	0	0	0
RP11-791G16.2	8.50518	18.4244	8.93725	12.7656	20.9522
RP11-791G16.4	1.30349	0.943138	1.88327	2.04407	1.78934
RP11-791G16.5	0.223811	0.180285	0.390641	0.14878	0
RP11-791J7.2	0	0.86299	0	0.113557	0
RP11-791M20.1	0	0	0.0366812	0	0
RP11-791O21.5	0	0	0	0	0
RP11-792A8.1	0	0.120183	0	0	0
RP11-792D21.2	0.235649	0	0.532487	0.0887294	0.0614165
RP11-793A3.1	0	0	0	0	0
RP11-793A3.2	0	0	0	0	0
RP11-793B23.1	0	0	0	0	0
RP11-793B9.1	0	0	0.0991338	0	0
RP11-793E15.1	0	0	0	0	0
RP11-793H13.10	0.702428	0.00228225	0.93546	0.364686	0.23206
RP11-793H13.3	0.118949	1.82E-95	0.153686	0.103275	3.43E-64
RP11-793H13.4	0.245024	0.394894	0.142676	0.326161	0.135911
RP11-793H13.9	0.24359	0.0979829	0.141172	0.160985	0
RP11-793I11.1	0	0	1.60808	0	0.190465
RP11-793K1.1	0	0	0	0	0
RP11-793L10.1	0	0	0	0	0
RP11-794A8.1	0	0	0	0	0
RP11-794C22.2	0	0	0	0	0
RP11-794G24.1	0.202644	1.2566	0.0167214	0.628054	0.515667
RP11-794M8.1	0	0	0	0	0
RP11-794M8.2	0	0	0	0	0
RP11-794P6.1	0	0	0	0	0
RP11-794P6.2	0	0	0	0	0
RP11-794P6.3	0	0	0	0	0
RP11-794P6.6	0.0483064	0	0	0	0
RP11-795A2.2	0	0	0	0	0
RP11-795A2.3	0	0	0	0	0
RP11-795F19.1	0.019368	0.414731	0.211211	0.0517692	0.172068
RP11-795F19.5	0.394929	0.700554	0.591201	0.466203	0.732542
RP11-795H16.2	0.298192	0.159805	0.153125	0.152511	0.331954
RP11-795H16.3	0.0571895	0.0460052	0.033135	0.0377796	0.0635733
RP11-795J1.1	0	0	0	0	0
RP11-795J1.2	0	0	0	0	0
RP11-796E2.3	5.23E-260	8.79E-129	3.06E-84	3.04E-15	7.79E-116
RP11-796E2.4	0.0283357	0.229711	0.0539397	0.0539876	0.0206508
RP11-796G6.1	5.61966	10.7396	10.3976	8.89585	6.42617
RP11-796G6.2	0	0	0.799866	0	0.0548547
RP11-796I2.1	0	0	0	0	0
RP11-796L2.1	0	0	0	0	0
RP11-797A18.3	0	0	0.250233	0.289366	0
RP11-797A18.4	0.16118	0	0.162991	0.238572	0.0448516
RP11-797E24.3	0	0	0	0	0
RP11-797H7.1	0.0167366	1.41267	0.145032	0.557631	0.726625
RP11-797H7.3	0	0.0533571	0	0.0437166	0.036913
RP11-797H7.5	0	0	0	0.0957222	0
RP11-797M17.1	0	0	0	0	0
RP11-798G7.4	0	0	0	1.11E-19	1.89E-09
RP11-798G7.5	0.826198	1.05018	2.04576	3.07258	2.74274
RP11-798G7.6	0.515032	0.31032	0.737822	2.5828	1.23519
RP11-798G7.7	0.0336935	0.152369	0.12419	0.754291	0.139464
RP11-798G7.8	0.0334342	0.297218	0.080345	0.223605	0.321704
RP11-798K23.1	0	0	0	0	0
RP11-798K23.2	0	0	0	0	0
RP11-798K23.3	0	0	0	0	0
RP11-798K23.4	0	0	0	0	0
RP11-798K23.5	0	0.268333	0	0	0
RP11-798K3.2	0	0	0.0473426	0	0
RP11-798K3.3	0	0	4.91E-08	0.0570129	0
RP11-798K3.4	0	0	0.101634	0	0
RP11-798L4.1	0	0	0	0	0
RP11-798M19.3	1.03E-14	5.70E-11	2.12E-07	8.00E-06	1.73E-10
RP11-799A12.1	1.13979	1.16649	1.39187	0.614477	0.902996
RP11-799B12.2	0	0.108252	0	0.0889825	0.373778
RP11-799B12.4	0.125171	0.294495	0.147253	0.246574	0.457544
RP11-799D4.1	0	0	0	0	0
RP11-799D4.2	0	0	0	0	0
RP11-799D4.3	0	0	0	0	0
RP11-799D4.4	0.126746	0.108237	0.0448674	0.957324	0.400167
RP11-799O21.1	0	0	0.0289094	0	0.00929289
RP11-799O21.2	0	0	0	0	0
RP11-799P8.1	0	0	0	0	0
RP11-79C23.1	0	0	0	0	0
RP11-79C6.1	0	0	0	0	0
RP11-79C6.3	0	0	0	0	0
RP11-79D8.2	4.55693	0	0	0	0.227722
RP11-79E3.1	0	0	0	0	0
RP11-79E3.2	0	0	0	0	0
RP11-79E3.3	0	0	0	0	0
RP11-79H23.3	0	0	0.00989362	0	0
RP11-79L21.1	0	0	0	0	0
RP11-79L9.2	0	0	0.157329	0.0897296	0
RP11-79M19.2	0	0	0.0503004	0	0
RP11-79M21.3	0	0	0	0	0
RP1-179N16.3	0.476946	0.383608	1.60166	0.629468	0.42429
RP1-179N16.6	0.134911	0.939999	0.282419	0.503053	0.0250257
RP11-79N23.1	0.0691763	0.47282	0.200074	0.227908	0.0769595
RP11-79P5.2	31.4608	5.54743	0	1.79294	9.66578
RP11-79P5.3	0.317288	0.1175	0.248205	0.327195	0.508954
RP11-79P5.5	0	0	0.0957676	0	0
RP11-79P5.7	0.0767904	0	0.133294	0.0506204	0.0427094
RP11-79P5.8	2.01E-08	2.15E-08	1.74E-08	1.79E-08	1.35E-08
RP11-7C6.1	0	0	0	0	0
RP11-7D5.2	0	0	0	0	0
RP11-7F17.1	0	0	0	0	0
RP11-7F17.3	0.0583827	0.0469304	0.0337229	0.0191915	0.0162494
RP11-7F17.4	0	0	0	0	0
RP11-7F17.5	0.105517	0.155485	0.101539	0.0346627	0
RP11-7F17.7	0	0	0.0647473	0	0
RP11-7F18.1	0	0	0	0	0
RP11-7G12.1	0	0	0	0	0
RP11-7G12.2	17.7954	9.62588	15.4635	11.346	24.1102
RP11-7G23.4	0	0	0	0	0
RP11-7G23.5	0	0	0	0.668605	0
RP11-7G23.8	0	0	0	0.669695	0
RP11-7I15.3	0.333465	2.58E-11	2.14E-05	0.255636	6.57E-07
RP11-7I15.4	0	0	0.638684	0	0
RP11-7K24.3	0.0260048	2.15302	0	0.358963	0.332957
RP1-17K7.1	0	0	0	0	0
RP1-17K7.2	0	0	0	0	0
RP1-17K7.3	0	0	0	0	0
RP11-7M10.2	0	0	0	0	0
RP11-7M8.2	0	0	0	0.111583	0
RP11-7N14.1	0	0	0	0	0
RP11-7O11.3	0.714005	0.344716	0.165646	0.850404	0.237997
RP11-7O14.1	0	0	0	0	0
RP11-7O20.4	0	0	0	0	0
RP11-7O20.4	0	0	0	0	0
RP11-800A18.4	0	0	0	0	0
RP11-800A3.2	0	0	0	0	0
RP11-800A3.3	0	0.165756	0	0	0
RP11-800A3.4	0.136627	7.95536	1.77916	6.16305	0.160598
RP11-800A3.5	0	0.126695	0	0	0
RP11-800A3.7	0.326979	0.191465	0.315929	0.487053	0.057656
RP11-801G16.2	0	0	0	0	0
RP11-801I18.1	0	0	0	0	0
RP11-802E16.3	0.256572	0.597231	5.57528	0.232878	1.48806
RP11-802F5.1	0	0	0	0	0
RP11-802H3.1	0	0	0	0	0
RP11-802H3.2	0	0	0	0	0
RP11-803B1.1	0	0.0162682	0.00794019	0.00428402	0.0289413
RP11-803B1.2	0	0	0.126149	0	0
RP11-803B1.3	0	0	0	0	0
RP11-803B1.7	0.366745	0.114678	0.129605	0	0.0680111
RP11-804A23.1	0	0	0	0	0
RP11-804A23.2	1.69E-178	5.45E-128	3.92E-94	4.85E-192	1.49E-117
RP11-804A23.4	2.12E-111	1.06E-58	3.47E-45	3.85E-96	2.48E-62
RP11-804F13.1	0	0	0	0	0
RP11-804F13.2	0.877889	0	0	0.632138	1.80433
RP11-804H8.5	0	0	0	0	0
RP11-804L24.1	0.0629883	0.0675052	0.187924	0.20006	0.90591
RP11-804L24.2	0	0	0	0	0
RP11-804M7.1	0	0	0	0	0
RP11-804M7.2	0	0	0	0	0
RP11-804N13.1	0	0	0	0	0
RP11-805F19.1	0	0	0	0	0
RP11-805F19.2	0	0	0	0	0
RP11-805F19.4	0.0157898	0.0190417	0.0273792	0.0155871	0
RP11-805I24.1	0	0	0	0	0
RP11-805I24.2	0	0	0	0	0
RP11-805I24.3	0	0	0	0.00823541	0
RP11-805I24.4	0	0	0	0	0
RP11-805J14.3	0	0	0	0	0
RP11-805J14.5	7.06685	8.4723	8.78558	8.37285	20.9771
RP11-805L22.1	0	0	0	0	0
RP11-805L22.2	0	0	0	0	0
RP11-805L22.3	0	0	0	0.178958	0
RP11-806H10.4	0.218306	2.45346	0.126506	0.601775	0.50013
RP11-806J6.1	0	0	0	0	0
RP11-806K15.1	0	0	0	0	0
RP11-806L2.2	0.0995658	0.760304	0.402515	0.327212	0.401849
RP11-806L2.5	0	0.944215	0.683982	0	0
RP11-806L2.6	0	0.897258	0	0	0.0379429
RP11-806N19.1	0	0	0	0	0
RP11-806O11.1	0	0.130703	0.101091	0.053582	0
RP11-807E13.2	0	0	0	0	0
RP11-807E13.3	0.345152	0.138792	0.199775	0.113823	0.335886
RP11-807G9.2	0.915561	2.34199	0.230426	0.580357	0.367964
RP11-807H17.1	0	0.955884	0	0	0
RP11-807H22.4	0	0	0	0	0
RP11-807H22.5	0	0	0	0	0
RP11-807H22.6	0	0	0	0.0472617	0
RP11-807H22.7	0	0	0	0	0
RP11-807H7.1	8.7095	0	5.30055	0.192959	0.245039
RP11-807H7.2	0.607623	0	0.824195	0	0.112416
RP11-809C18.1	0	0	0	0	0
RP11-809C18.3	0.0322784	0	0.0186467	0	0
RP11-809C9.2	0	3.03929	0	0.383406	0.0923819
RP11-809F4.1	0.337748	0.162951	0.156287	0.867861	0.338184
RP11-809F4.2	0	0	0	0	0
RP11-809F4.3	0	0	0	0	0
RP11-809H16.2	1.32E-69	0.0571183	0	0	0
RP11-809H16.3	0	0	0	0	0
RP11-809H16.4	0	0	0.0388026	0	0
RP11-809H16.5	0	0	0	0	0
RP11-809M12.1	0	0	0	0.0411069	0
RP11-809N15.2	0	0	0	0	0
RP11-809N8.2	0.434477	3.89E-06	6.90E-07	1.17E-05	0.0189105
RP11-809N8.4	0.343733	5.09E-125	0.212027	5.02E-165	2.39E-108
RP11-809N8.5	0	0	1.39271	0	0.834137
RP11-809N8.6	0	0	0	0	0
RP11-809O17.1	1.00846	3.82554	2.24405	3.14596	0.0800339
RP11-80A15.1	0	0.141801	0	0.174452	0.098043
RP11-80B9.1	0.114112	0	0.0661145	0	0.12685
RP11-80B9.4	0	0	0.375421	0	0
RP1-180E22.3	2.25412	2.9083	1.52256	2.35498	0.62666
RP11-80F22.1	0	0	0	0	0
RP11-80F22.10	0	0	0	0	0
RP11-80F22.11	0	0	0	0	0
RP11-80F22.12	0	0	0	0	0
RP11-80F22.13	0	0	0	0	0
RP11-80F22.14	0	0	0	0	0
RP11-80F22.15	0	0	0	0	0
RP11-80F22.2	0	0	0	0	0
RP11-80F22.4	0	0	0	0	0
RP11-80F22.5	0	0	0	0	0
RP11-80F22.6	0	0	0	0	0
RP11-80F22.7	0	0	0	0	0
RP11-80F22.8	0	0	0	0	0
RP11-80F22.9	0.0375672	0.0302002	0.021706	0.0454523	0.0209087
RP11-80G7.1	0	0	0	0.0582564	0.04911
RP11-80H5.2	0	1.74E-286	0.282506	0.238503	0.391882
RP11-80H5.4	0.132981	0.0267248	0.0768234	0.174893	0.490373
RP11-80H5.5	0.149576	5.59E-114	9.63E-25	2.87E-43	2.17E-56
RP11-80H5.6	0	0	0	0	0
RP11-80H5.7	0.186766	0.150213	0	0.308079	2.12883
RP11-80H8.3	0	0	0	0	0
RP11-80H8.4	0.522129	0	0.0735329	0	0
RP11-80I15.1	0.717198	1.34837	0.556692	0.318121	0.39785
RP11-80I15.4	0.213658	0.78567	2.01E-17	0.167723	0.0257044
RP11-80K21.3	0	0	0	0	0
RP11-80K6.2	0	0	0	0	0
RP1-180M12.1	0	0	0.0818631	0	0
RP11-80N2.2	0	0	0	0	0
RP11-810B23.1	0	0	0	0	0
RP11-810D13.1	0	0	0	0	0
RP11-810H18.1	0	0	0	0	0
RP11-810K23.10	0	0	0	0.213114	0
RP11-810K23.2	0	0	0	0	0
RP11-810K23.3	0	0	0	0	0
RP11-810K23.4	0	0	0	0	0
RP11-810K23.5	0	0	0	0	0
RP11-810K23.6	0	0	0	0	0
